id;disaster_type;disaster_subtype;event_name;country;subregion;location;origin;magnitude;magnitude_scale;latitude;longitude;start_year;start_month;start_day;end_year;end_month;end_day;total_deaths;total_injured;total_homeless;total_affected;total_damage;summary;quote;sound_url;image_url
2018-0316-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;South Highlands;;;Moment Magnitude;-6.307;142.62;2018;3;5;2018;3;5;11;;;;;On March 5, 2018, earthquake occurred in South Highlands, Papua New Guinea, within the Melanesia subregion. It resulted in 11 deaths.;;;
2018-0317-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Hela (South Highlands);;6.7;Moment Magnitude;-6.294;142.607;2018;3;7;2018;3;7;25;;;;;On March 7, 2018, a magnitude 6.7 Moment Magnitude earthquake occurred in Hela (South Highlands), Papua New Guinea, within the Melanesia subregion. It resulted in 25 deaths.;;;
2018-0456-VUT;Volcanic activity;Ash fall;Ambryn;Vanuatu;Melanesia;Malampa province;;;;;;2018;12;15;2018;12;18;;;;7286;;On December 15, 2018, volcanic activity occurred in Malampa province, Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2018-0469-MHL;Storm;Tropical cyclone;Tropical cyclone 'Penny';Marshall Islands;Micronesia;;;;Kph;;;2019;1;5;2019;1;5;;;;;;On January 5, 2019, storm occurred in an unspecified location, Marshall Islands, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2018-0469-SLB;Storm;Tropical cyclone;Tropical cyclone 'Penny';Solomon Islands;Melanesia;Malaita, Western, Guadalcana, Isabel, Makita provinces;;;Kph;;;2018;12;29;2018;12;29;;;;1000;;On December 29, 2018, storm occurred in Malaita, Western, Guadalcana, Isabel, Makita provinces, Solomon Islands, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2018-0481-PLW;Epidemic;Viral disease;Dengue;Palau;Micronesia;Koror, Airai, Ngarchelong, Melekeok, Aimeliik, Ngeremlengui, Peleliu, Ngchesar states;;;Vaccinated;;;2018;12;7;2019;3;17;;124;;124;;On December 7, 2018, epidemic occurred in Koror, Airai, Ngarchelong, Melekeok, Aimeliik, Ngeremlengui, Peleliu, Ngchesar states, Palau, within the Micronesia subregion. It resulted in 124 injuries.;;;
2019-0098-PNG;Flood;Flash flood;;Papua New Guinea;Melanesia;Gazelle, Pomio, Rabaul, Kokopo districts (East New Britain province);Heavy rains;;Km2;;;2019;2;11;2019;2;25;2;;350;350;;On February 11, 2019, flood occurred in Gazelle, Pomio, Rabaul, Kokopo districts (East New Britain province), Papua New Guinea, within the Melanesia subregion. It resulted in 2 deaths, and 350 people left homeless.;;;
2019-0124-FSM;Storm;Tropical cyclone;Cyclone 'Wutip';Micronesia (Federated States of);Micronesia;Chuuk, Pohnpei, Yap Isl.;;100;Kph;;;2019;2;19;2019;2;22;;;;10000;;On February 19, 2019, a magnitude 100 Kph storm occurred in Chuuk, Pohnpei, Yap Isl., Micronesia (Federated States of), within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2019-0158-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Tsak valley (Wapenamanda District, Enga Province, Highlands Region);Heavy rains;;;;;2019;4;15;2019;4;15;10;;;;;On April 15, 2019, mass movement (wet) occurred in Tsak valley (Wapenamanda District, Enga Province, Highlands Region), Papua New Guinea, within the Melanesia subregion. It resulted in 10 deaths.;;;
2019-0271-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;New Ireland, New Britain, Duke of York Islands;;7.6;Moment Magnitude;-4.051;152.6;2019;5;14;2019;5;14;;1;;651;;On May 14, 2019, a magnitude 7.6 Moment Magnitude earthquake occurred in New Ireland, New Britain, Duke of York Islands, Papua New Guinea, within the Melanesia subregion. It resulted in 1 injuries.;;;
2019-0298-PNG;Volcanic activity;Ash fall;Mount Ulawun and Manam;Papua New Guinea;Melanesia;West New Britain;;;;;;2019;6;28;2019;6;28;;;;15800;;On June 28, 2019, volcanic activity occurred in West New Britain, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2019-0528-TON;Epidemic;Viral disease;Measles;Tonga;Polynesia;;;;Vaccinated;;;2019;10;;2019;10;28;;107;;107;;On 2019, epidemic occurred in an unspecified location, Tonga, within the Polynesia subregion. It resulted in 107 injuries.;;;
2019-0531-FJI;Epidemic;Viral disease;Measles;Fiji;Melanesia;Wainadoi, Nabukavesi, Namosi, Navua, Deuba;;;Vaccinated;;;2019;11;;2019;11;;;14;;14;;On 2019, epidemic occurred in Wainadoi, Nabukavesi, Namosi, Navua, Deuba, Fiji, within the Melanesia subregion. It resulted in 14 injuries.;;;
2019-0531-TON;Epidemic;Viral disease;Measles;Tonga;Polynesia;;;;Vaccinated;;;2019;10;22;2019;11;19;;394;;394;;On October 22, 2019, epidemic occurred in an unspecified location, Tonga, within the Polynesia subregion. It resulted in 394 injuries.;;;
2019-0531-WSM;Epidemic;Viral disease;Measles;Samoa;Polynesia;Upolu and Savaii;;54046;Vaccinated;;;2019;8;;2020;1;;83;5617;;5617;;On 2019, a magnitude 54046 Vaccinated epidemic occurred in Upolu and Savaii, Samoa, within the Polynesia subregion. It resulted in 83 deaths, and 5617 injuries.;;;
2019-0642-FJI;Storm;Tropical cyclone;Tropical cyclone 'Sarai';Fiji;Melanesia;Ba, Nadroga, Lau, Kadavu;;;Kph;;;2019;12;26;2019;12;26;1;;;7780;;On December 26, 2019, storm occurred in Ba, Nadroga, Lau, Kadavu, Fiji, within the Melanesia subregion. It resulted in 1 deaths.;;;
2020-0015-FJI;Storm;Tropical cyclone;Cyclone 'Tino';Fiji;Melanesia;Viti Levu Island;;155;Kph;;;2020;1;17;2020;1;18;2;;;3115;;On January 17, 2020, a magnitude 155 Kph storm occurred in Viti Levu Island, Fiji, within the Melanesia subregion. It resulted in 2 deaths.;;;
2020-0015-TUV;Storm;Tropical cyclone;Cyclone 'Tino';Tuvalu;Polynesia;;;;Kph;;;2020;1;18;2020;1;18;;;;5500;;On January 18, 2020, storm occurred in an unspecified location, Tuvalu, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2020-0047-PNG;Flood;Flash flood;;Papua New Guinea;Melanesia;Mul-Baiyer District (Western Highlinds Province);;;Km2;;;2020;2;5;2020;2;6;7;;;200;;On February 5, 2020, flood occurred in Mul-Baiyer District (Western Highlinds Province), Papua New Guinea, within the Melanesia subregion. It resulted in 7 deaths.;;;
2020-0111-PNG;Flood;Flood (General);;Papua New Guinea;Melanesia;Western Highlands, Chimbu provinces;Heavy rains;;Km2;;;2020;3;21;2020;3;24;12;;;700;;On March 21, 2020, flood occurred in Western Highlands, Chimbu provinces, Papua New Guinea, within the Melanesia subregion. It resulted in 12 deaths.;;;
2020-0132-FJI;Storm;Tropical cyclone;Cyclone 'Harold';Fiji;Melanesia;Kadavvu, Southern Lau, Matuku, Vatulele;;;Kph;;;2020;4;8;2020;4;9;1;;;180000;15756;On April 8, 2020, storm occurred in Kadavvu, Southern Lau, Matuku, Vatulele, Fiji, within the Melanesia subregion. It resulted in 1 deaths.;;;
2020-0132-SLB;Storm;Tropical cyclone;Cyclone 'Harold';Solomon Islands;Melanesia;Espiritu Santo, Malakula, Ambae, Pentecost, Maewo Islands;;;;;;;;;;;;;;;;;;;;
2020-0132-TON;Storm;Tropical cyclone;Cyclone 'Harold';Tonga;Polynesia;Tongatapu, 'Eua;;222;Kph;;;2020;4;6;2020;4;9;;;;25000;134536;On April 6, 2020, a magnitude 222 Kph storm occurred in Tongatapu, 'Eua, Tonga, within the Polynesia subregion. It resulted in no confirmed casualties.;;;
2020-0132-VUT;Storm;Tropical cyclone;Cyclone 'Harold';Vanuatu;Melanesia;Pentecost, Espiritu Santo, Penama, Sanma, Malampa, Shefa, Torba;;252;Kph;;;2020;4;6;2020;4;6;3;120;;130120;;On April 6, 2020, a magnitude 252 Kph storm occurred in Pentecost, Espiritu Santo, Penama, Sanma, Malampa, Shefa, Torba, Vanuatu, within the Melanesia subregion. It resulted in 3 deaths, and 120 injuries.;;;
2020-0138-PNG;Flood;Riverine flood;;Papua New Guinea;Melanesia;Moripi, Toaripi, Taure Lakekamu, Malalaua Urban, Kaipi Melaripi, Kerema Urban, Ihu East, Ihu West and Baimuru;Torrential rains;;Km2;;;2020;4;4;2020;4;7;;;;60000;;On April 4, 2020, flood occurred in Moripi, Toaripi, Taure Lakekamu, Malalaua Urban, Kaipi Melaripi, Kerema Urban, Ihu East, Ihu West and Baimuru, Papua New Guinea, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2020-0146-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Kundiawa-Gembogl District, Chimbu Province;Heavy rains;;;;;2020;4;10;2020;4;10;10;;;100;;On April 10, 2020, mass movement (wet) occurred in Kundiawa-Gembogl District, Chimbu Province, Papua New Guinea, within the Melanesia subregion. It resulted in 10 deaths.;;;
2020-0554-FJI;Storm;Tropical cyclone;Cyclone 'Yasa';Fiji;Melanesia;Lau group, Vanua Levu, Taveuni, Kadavu;;;Kph;;;2020;12;17;2020;12;18;5;;;22000;1357;On December 17, 2020, storm occurred in Lau group, Vanua Levu, Taveuni, Kadavu, Fiji, within the Melanesia subregion. It resulted in 5 deaths.;;;
2020-0571-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Saki village (Goilala district);Heavy rains;;;;;2020;12;29;2020;12;30;13;;;;;On December 29, 2020, mass movement (wet) occurred in Saki village (Goilala district), Papua New Guinea, within the Melanesia subregion. It resulted in 13 deaths.;;;
2021-0070-FJI;Storm;Tropical cyclone;Tropical cyclone 'Ana';Fiji;Melanesia;Viti levu;;140;Kph;;;2021;1;30;2021;1;31;6;;;82751;11577;On January 30, 2021, a magnitude 140 Kph storm occurred in Viti levu, Fiji, within the Melanesia subregion. It resulted in 6 deaths.;;;
2021-0125-NCL;Storm;Tropical cyclone;Tropial cylone 'Niran';New Caledonia;Melanesia;;;;Kph;;;2021;3;5;2021;3;7;;;;;;On March 5, 2021, storm occurred in an unspecified location, New Caledonia, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2021-0236-PLW;Storm;Tropical cyclone;Tropical cyclone 'Surigae';Palau;Micronesia;Anguar, Peleliu, Kayangel, Koror;;136;Kph;;;2021;4;13;2021;4;16;;;;7288;;On April 13, 2021, a magnitude 136 Kph storm occurred in Anguar, Peleliu, Kayangel, Koror, Palau, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2021-0847-VUT;Volcanic activity;Ash fall;Volcano 'Yasur';Vanuatu;Melanesia;;;;;;;2021;10;21;2021;10;22;;;;3383;;On October 21, 2021, volcanic activity occurred in an unspecified location, Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2021-9547-TUV;Drought;Drought;;Tuvalu;Polynesia;Funafuti with Nukufetau (central);;;;;;;;;;;;;;;;;;;;
2022-0013-FJI;Storm;Tropical cyclone;Tropical storm 'Cody';Fiji;Melanesia;Tavua Town, Nadi City (Viti Levu);;74;Kph;;;2022;1;8;2022;1;11;1;;;69564;26797;On January 8, 2022, a magnitude 74 Kph storm occurred in Tavua Town, Nadi City (Viti Levu), Fiji, within the Melanesia subregion. It resulted in 1 deaths.;;;
2022-0026-TON;Volcanic activity;Ash fall;Hunga-Tonga-Hunga-Ha'apai;Tonga;Polynesia;Hunga Tonga-Hunga Haapai;;;;;;;;;;;;;;;;;;;;
2022-0592-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Morobe, Padang, Es provinces;;7.6;Moment Magnitude;-6.256;146.469;2022;9;13;2022;9;13;7;24;1945;1969;;On September 13, 2022, a magnitude 7.6 Moment Magnitude earthquake occurred in Morobe, Padang, Es provinces, Papua New Guinea, within the Melanesia subregion. It resulted in 7 deaths, and 24 injuries, and 1945 people left homeless.;;;
2022-9123-MHL;Drought;Drought;;Marshall Islands;Micronesia;Aur, Ailinglaplap, Ailuk, Jabot, Jaluit, Lae, Lib, Likiep, Maloelap, Mejit, Mejjato/Ebadon, Namdrik, Namu, Utrok, Ujae, Wotho, Wotje;;;Km2;;;2022;1;;2022;3;;;;;4480;;On 2022, drought occurred in Aur, Ailinglaplap, Ailuk, Jabot, Jaluit, Lae, Lib, Likiep, Maloelap, Mejit, Mejjato/Ebadon, Namdrik, Namu, Utrok, Ujae, Wotho, Wotje, Marshall Islands, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2023-0119-VUT;Storm;Tropical cyclone;Tropical cyclone 'Judy';Vanuatu;Melanesia;Shefa and Tafea Provinces;;;Kph;;;2023;2;28;2023;3;3;;;;251346;;On February 28, 2023, storm occurred in Shefa and Tafea Provinces, Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2023-0128-VUT;Storm;Tropical cyclone;Tropical cyclone 'Kevin';Vanuatu;Melanesia;Sanma, Penama, Malampa, Shefa and Tafea Provinces;;;Kph;;;2023;3;2;2023;3;4;;;;251356;;On March 2, 2023, storm occurred in Sanma, Penama, Malampa, Shefa and Tafea Provinces, Vanuatu, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2023-0189-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;East Sepik Province;;7;Moment Magnitude;-4.326;143.159;2023;4;2;2023;4;2;8;11;2628;16274;;On April 2, 2023, a magnitude 7 Moment Magnitude earthquake occurred in East Sepik Province, Papua New Guinea, within the Melanesia subregion. It resulted in 8 deaths, and 11 injuries, and 2628 people left homeless.;;;
2023-0680-SLB;Storm;Tropical cyclone;Tropical cyclone 'Lola';Solomon Islands;Melanesia;;;;Kph;;;2023;10;24;2023;10;25;;;;22319;;On October 24, 2023, storm occurred in an unspecified location, Solomon Islands, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2023-0680-VUT;Storm;Tropical cyclone;Tropical cyclone 'Lola';Vanuatu;Melanesia;Penama, Malampa, Sanma, Shefa and Torba Provinces;;;;;;;;;;;;;;;;;;;;
2023-0811-FJI;Storm;Tropical cyclone;Tropical cyclone 'Mal';Fiji;Melanesia;Central, Eastern, Northern, Western, Rotuma;;;Kph;;;2023;11;14;2023;11;15;;;;230000;;On November 14, 2023, storm occurred in Central, Eastern, Northern, Western, Rotuma, Fiji, within the Melanesia subregion. It resulted in no confirmed casualties.;;;
2023-9873-FSM;Drought;Drought;;Micronesia (Federated States of);Micronesia;Chuuk, Kosrae, Pohnpei, Yap;El Nino;;Km2;;;2023;9;;2024;9;;;;;113401;;On 2023, drought occurred in Chuuk, Kosrae, Pohnpei, Yap, Micronesia (Federated States of), within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2024-0073-MHL;Storm;Storm surge;;Marshall Islands;Micronesia;Ratak Chain, Ralik Chain;;;Kph;;;2024;1;22;2024;1;22;;;;19532;;On January 22, 2024, storm occurred in Ratak Chain, Ralik Chain, Marshall Islands, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
2024-0140-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Chimbu Province;;;;;;;;;;;;;;;;;;;;
2024-0153-PNG;Earthquake;Ground movement;;Papua New Guinea;Melanesia;Ambunti-Dreikikir, Angoram and Wosera-Gaui (East Sepik Province);;6.9;Moment Magnitude;-4.139;143.159;2024;3;20;2024;3;20;5;2;5000;5002;;On March 20, 2024, a magnitude 6.9 Moment Magnitude earthquake occurred in Ambunti-Dreikikir, Angoram and Wosera-Gaui (East Sepik Province), Papua New Guinea, within the Melanesia subregion. It resulted in 5 deaths, and 2 injuries, and 5000 people left homeless.;;;
2024-0303-PNG;Mass movement (wet);Landslide (wet);;Papua New Guinea;Melanesia;Enga Region;Heavy rains;;;;;2024;5;23;2024;5;24;670;;;7849;;On May 23, 2024, mass movement (wet) occurred in Enga Region, Papua New Guinea, within the Melanesia subregion. It resulted in 670 deaths.;;;
2024-0911-VUT;Earthquake;Ground movement;;Vanuatu;Melanesia;;;7.3;Moment Magnitude;-17.686;168.034;2024;12;17;2024;12;17;14;265;;80265;100000;On December 17, 2024, a magnitude 7.3 Moment Magnitude earthquake occurred in an unspecified location, Vanuatu, within the Melanesia subregion. It resulted in 14 deaths, and 265 injuries.;;;
2024-9135-MHL;Drought;Drought;;Marshall Islands;Micronesia;Ratak Chain, Ralik Chain;;;Km2;;;2024;1;;2024;3;;;;;13924;;On 2024, drought occurred in Ratak Chain, Ralik Chain, Marshall Islands, within the Micronesia subregion. It resulted in no confirmed casualties.;;;
